"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Oct 6, 2021 @ 14:33:01.263","47.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:33:00.553","51.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:33:00.263","50%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:59.553","49.88%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:59.263","43.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:58.553","47.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:58.263","52.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:57.553","43.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:57.263","53.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:56.553","49.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:56.263","57.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:55.553","45.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:55.263","56.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:54.553","47.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:54.263","57.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:53.553","41.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:53.263","53.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:52.553","48.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:52.263","55.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:51.553","41.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:51.263","47.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:50.553","40.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:50.263","46.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:49.553","41.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:49.263","51.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:48.553","43.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:48.263","54.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:47.553","46.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:47.263","55.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:46.553","37.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:46.263","38.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:45.553","39.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:45.263","37.64%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:44.553","43.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:44.263","42.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:43.553","45.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:43.263","49.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:42.553","36.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:42.263","50%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:41.553","39.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:41.263","43.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:40.553","41.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:40.263","39.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:39.553","48.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:39.263","48.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:38.553","36.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:38.263","45.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:37.553","40.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:37.263","55.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:36.553","46.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:36.263","51.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:35.553","43.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:35.263","38.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:34.553","19.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:34.263","19.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:33.553","50.89%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:33.263","57.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:32.553","55.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:32.263","49.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:31.553","53.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:31.263","49.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:30.553","42.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:30.263","27.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:29.553","18.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:29.263","13.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:28.553","14.76%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:28.263","13.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:27.553","15.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:27.263","14.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:26.553","15.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:26.263","13.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:25.553","17.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:25.263","18.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:24.553","19.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:24.263","14.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:23.553","16.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:23.263","13.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:22.553","16.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:22.263","13.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:21.553","16.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:21.263","14.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:20.553","20.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:20.263","18.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:19.553","19.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:19.263","13.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:18.553","14.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:18.263","13.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:17.553","18.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:17.263","16.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:16.553","17.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:16.263","15.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:15.553","16.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:15.263","17.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:14.553","16.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:14.263","14.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:13.553","18.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:13.263","16.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:12.553","15.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:12.263","13.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:11.553","16.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:11.263","16.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:10.553","19.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:10.263","18.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:09.553","20%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:09.263","14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:08.553","14.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:08.263","13.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:07.553","20%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:07.263","34.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:06.553","33.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:06.263","47.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:05.553","48.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:05.263","55.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:04.553","52.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:04.263","50.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:03.553","45.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:03.263","43.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:02.553","41.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:02.263","42.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:01.553","45.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:01.263","51.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:32:00.553","47.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:32:00.263","52.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:59.553","44.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:59.263","43.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:58.553","45.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:58.263","39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:57.553","47.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:57.263","37.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:56.553","49.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:56.263","44.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:55.553","49.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:55.263","44.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:54.553","44.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:54.263","29.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:53.553","46.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:53.263","28.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:52.553","48.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:52.263","33.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:51.553","48.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:51.263","33.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:50.553","44.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:50.263","35.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:49.553","45.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:49.263","28.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:48.553","42.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:48.263","26.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:47.553","50.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:47.263","29.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:46.553","53.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:46.263","26.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:45.553","54.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:45.263","33.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:44.553","54.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:44.263","25.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:43.553","53.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:43.263","28.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:42.553","43.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:42.263","23.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:41.553","46.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:41.263","24.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:40.553","49.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:40.263","27.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:39.553","47.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:39.263","30.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:38.553","48.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:38.263","23.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:37.553","29.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:37.263","21.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:36.553","33.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:36.263","25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:35.553","36.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:35.263","30.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:34.553","41.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:34.263","27.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:33.553","42.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:33.263","26.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:32.553","47.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:32.263","28.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:31.553","34.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:31.263","30.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:30.553","40.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:30.263","33.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:29.553","38.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:29.263","30.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:28.553","39.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:28.263","28.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:27.553","40.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:27.263","27.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:26.553","39.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:26.263","31.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:25.553","43.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:25.263","34.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:24.553","43.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:24.263","30%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:23.553","47.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:23.263","28.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:22.553","49.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:22.263","30.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:21.553","49.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:21.263","30.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:20.553","36.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:20.263","35.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:19.553","32.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:19.263","34.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:18.553","34.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:18.263","32.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:17.553","44.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:17.263","32.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:16.553","46.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:16.263","32.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:15.553","29.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:15.263","39.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:14.553","30.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:14.263","36.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:13.553","34.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:13.263","34.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:12.553","35.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:12.263","32.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:11.553","43.88%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:11.263","34.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:10.553","29.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:10.263","39.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:09.553","30.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:09.263","36.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:08.553","30.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:08.263","34.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:07.553","27.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:07.263","32.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:06.553","34.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:06.263","36.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:05.553","31.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:05.263","42.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:04.553","33.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:04.264","37.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:03.553","27.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:03.263","37.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:02.553","26.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:02.263","34.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:01.553","26.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:01.263","36.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:31:00.553","32.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:31:00.263","40.55%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:59.553","32.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:59.263","36.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:58.553","41.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:58.263","35.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:57.553","40.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:57.263","37.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:56.553","28.42%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:56.263","39.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:55.553","29.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:55.263","38.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:54.553","28.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:54.263","35.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:53.553","31.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:53.263","34.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:52.553","38.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:52.263","38.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:51.553","24.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:51.263","36.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:50.553","26.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:50.263","37.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:49.553","24.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:49.263","35.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:48.553","26.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:48.263","34.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:47.553","32.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:47.263","35.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:46.553","20.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:46.263","36.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:45.553","19.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:45.263","37.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:44.553","22.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:44.263","37.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:43.553","24.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:43.263","36.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:42.553","21.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:42.263","32.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:41.553","14.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:41.263","35.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:40.553","17.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:40.263","37.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:39.553","22.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:39.263","41.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:38.553","20.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:38.263","46.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:37.553","19.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:37.263","49.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:36.553","19.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:36.263","42.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:35.553","15.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:35.263","35.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:34.553","18.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:34.263","36.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:33.553","13.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:33.263","31.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:32.553","13.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:32.263","42.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:31.553","14.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:31.263","42.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:30.553","17.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:30.263","37.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:29.553","15.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:29.263","32.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:28.553","14.89%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:28.263","33.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:27.553","13.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:27.263","37.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:26.553","14.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:26.263","35.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:25.553","14.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:25.263","32.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:24.553","16.76%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:24.263","31.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:23.553","15.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:23.263","28.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:22.553","12.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:22.263","29.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:21.553","11.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:21.263","28.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:20.553","9.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:20.263","29.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:19.553","14.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:19.263","23.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:18.553","13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:18.263","23.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:17.553","16.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:17.263","18.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:16.553","14.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:16.263","19.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:15.553","20.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:15.263","25.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:14.553","26.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:14.263","33.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:13.553","25.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:13.263","21.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:12.553","25.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:12.263","14.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:11.553","28.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:11.263","17.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:10.553","26.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:10.263","18.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:09.553","28.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:09.263","27.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:08.553","22.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:08.263","11.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:07.553","22.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:07.263","10.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:06.553","18.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:06.263","11.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:05.553","17.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:05.263","14.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:04.553","15.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:04.263","20.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:03.553","14.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:03.263","12.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:02.553","19.9%","ip-172-31-8-7"
