"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Oct 6, 2021 @ 14:50:28.263","54.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:27.553","48.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:27.263","54.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:26.553","52.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:26.263","55.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:25.553","44.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:25.263","53.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:24.553","49.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:24.263","63.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:23.553","50.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:23.263","59.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:22.553","45.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:22.263","54.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:21.553","53.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:21.264","56.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:20.553","51.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:20.263","67.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:19.553","61.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:19.263","65.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:18.553","49.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:18.263","60.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:17.553","54.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:17.263","68.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:16.553","43.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:16.263","67.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:15.553","55.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:15.263","71.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:14.553","54.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:14.263","71.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:13.553","52.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:13.264","72.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:12.553","63.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:12.263","72.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:11.553","58.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:11.263","70.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:10.553","58.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:10.263","71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:09.553","50%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:09.263","67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:08.553","49.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:08.263","65.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:07.553","32.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:07.263","53.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:06.553","23.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:06.263","50.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:05.553","22.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:05.263","44.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:04.553","39.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:04.263","48.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:03.553","42.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:03.263","47.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:02.553","43.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:02.263","46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:01.553","40.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:01.263","43.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:50:00.553","43.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:50:00.263","44.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:59.553","44.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:59.263","44.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:58.553","53.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:58.263","66.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:57.553","64.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:57.263","68.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:56.553","57.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:56.263","62.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:55.553","52.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:55.263","53.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:54.553","43.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:54.263","48.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:53.553","47.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:53.263","49.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:52.553","42.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:52.263","46.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:51.553","45.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:51.263","48.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:50.553","42%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:50.263","45.64%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:49.553","41.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:49.263","41.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:48.553","40.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:48.263","43.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:47.553","43.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:47.263","45.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:46.553","38.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:46.263","43.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:45.553","41.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:45.263","41.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:44.553","40.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:44.263","41.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:43.553","41.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:43.263","43.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:42.553","38.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:42.263","42.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:41.553","41.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:41.263","42.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:40.553","37.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:40.263","43.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:39.553","54.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:39.263","61.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:38.553","55.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:38.263","58.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:37.553","54.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:37.263","63.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:36.553","58.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:36.263","61.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:35.553","54.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:35.263","56.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:34.553","57.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:34.263","60.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:33.553","56.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:33.263","59.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:32.553","57.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:32.263","59.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:31.553","52.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:31.263","55.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:30.553","55.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:30.263","61.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:29.553","59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:29.263","58.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:28.553","57.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:28.263","57.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:27.553","60.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:27.263","65.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:26.553","53.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:26.263","55.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:25.553","54.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:25.263","57.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:24.553","56.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:24.263","59.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:23.553","63.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:23.263","62.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:22.553","50.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:22.263","58.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:21.553","51.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:21.263","60.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:20.553","53.42%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:20.263","58.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:19.553","58.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:19.263","63.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:18.553","54.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:18.263","57.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:17.553","55.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:17.263","59.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:16.553","66.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:16.263","65.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:15.553","57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:15.263","62.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:14.553","55.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:14.263","61.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:13.553","56.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:13.263","60.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:12.553","43.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:12.263","35.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:11.553","32.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:11.263","34.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:10.553","35.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:10.263","36.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:09.553","60.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:09.263","72.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:08.553","65.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:08.263","68.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:07.553","63.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:07.263","67.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:06.553","63.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:06.263","66.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:05.553","67.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:05.263","71.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:04.553","72.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:04.263","76.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:03.553","69.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:03.263","71.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:02.553","62.82%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:02.263","65.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:01.553","56.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:01.263","59.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:49:00.553","60.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:49:00.263","67.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:59.553","70.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:59.263","76.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:58.553","62.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:58.263","65.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:57.553","64.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:57.263","63.64%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:56.553","44.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:56.263","43.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:55.553","48.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:55.264","59.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:54.553","60.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:54.263","65.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:53.553","64.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:53.263","68.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:52.553","64.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:52.263","66.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:51.553","65.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:51.263","64.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:50.553","56.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:50.263","59.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:49.553","59.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:49.263","64.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:48.553","64.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:48.263","69.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:47.553","58.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:47.263","62.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:46.553","56.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:46.263","59.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:45.553","56.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:45.263","63.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:44.553","55.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:44.263","63.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:43.553","75.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:43.263","78.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:42.553","75.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:42.263","77.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:41.553","75.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:41.263","75.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:40.553","71.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:40.263","74.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:39.553","71.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:39.263","72.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:38.553","71.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:38.263","74.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:37.553","71.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:37.263","72.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:36.553","63.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:36.263","64.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:35.553","62.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:35.263","68.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:34.553","69.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:34.263","71.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:33.553","69.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:33.263","71.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:32.553","67.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:32.263","69.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:31.553","67.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:31.263","71.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:30.553","68.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:30.263","72.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:29.553","67.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:29.263","66.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:28.553","59.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:28.263","65.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:27.553","63.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:27.263","68.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:26.553","68.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:26.263","72.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:25.553","70.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:25.263","72.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:24.553","69.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:24.263","69.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:23.553","66.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:23.263","71.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:22.553","69.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:22.263","68.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:21.553","67.82%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:21.263","69.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:20.553","58.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:20.263","61.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:19.553","71.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:19.263","70.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:18.553","68.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:18.263","70.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:17.553","68.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:17.263","73.48%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:16.553","76.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:16.263","78.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:15.553","76.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:15.263","77.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:14.553","74.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:14.263","78.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:13.553","73.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:13.263","79.55%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:12.553","72.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:12.263","82.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:11.553","81.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:11.263","85.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:10.553","78.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:10.263","80.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:09.553","75.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:09.263","81.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:08.553","81.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:08.263","91.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:07.555","82.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:07.264","86.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:06.553","80.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:06.263","84.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:05.553","83.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:05.263","83.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:04.553","84.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:04.263","88.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:03.553","82.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:03.263","90.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:02.553","81.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:02.263","84.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:01.553","81.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:01.263","85.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:48:00.553","87.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:48:00.263","85.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:59.553","89.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:59.263","79.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:58.553","86.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:58.263","81.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:57.553","84.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:57.263","83.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:56.553","85.75%","ip-172-31-8-7"
