timestamp,event
"Oct 6, 2021 @ 14:34:06.746",participantJoined
"Oct 6, 2021 @ 14:34:00.821",participantJoined
"Oct 6, 2021 @ 14:33:56.851",participantJoined
"Oct 6, 2021 @ 14:33:51.896",participantJoined
"Oct 6, 2021 @ 14:33:47.125",participantJoined
"Oct 6, 2021 @ 14:33:42.313",participantJoined
"Oct 6, 2021 @ 14:33:37.917",participantJoined
"Oct 6, 2021 @ 14:33:35.786",participantJoined
"Oct 6, 2021 @ 14:33:30.652",participantJoined
"Oct 6, 2021 @ 14:33:25.530",participantJoined
"Oct 6, 2021 @ 14:33:20.491",participantJoined
"Oct 6, 2021 @ 14:33:15.800",participantJoined
"Oct 6, 2021 @ 14:33:12.833",participantJoined
"Oct 6, 2021 @ 14:33:07.752",participantJoined
"Oct 6, 2021 @ 14:33:02.849",participantJoined
"Oct 6, 2021 @ 14:32:58.094",participantJoined
"Oct 6, 2021 @ 14:32:53.505",participantJoined
"Oct 6, 2021 @ 14:32:51.587",participantJoined
"Oct 6, 2021 @ 14:32:45.903",participantJoined
"Oct 6, 2021 @ 14:32:40.792",participantJoined
"Oct 6, 2021 @ 14:32:36.077",participantJoined
"Oct 6, 2021 @ 14:32:31.555",participantJoined
"Oct 6, 2021 @ 14:32:05.810",participantJoined
"Oct 6, 2021 @ 14:32:03.654",participantJoined
"Oct 6, 2021 @ 14:31:58.796",participantJoined
"Oct 6, 2021 @ 14:31:54.006",participantJoined
"Oct 6, 2021 @ 14:31:49.423",participantJoined
"Oct 6, 2021 @ 14:31:44.885",participantJoined
"Oct 6, 2021 @ 14:31:42.626",participantJoined
"Oct 6, 2021 @ 14:31:37.874",participantJoined
"Oct 6, 2021 @ 14:31:31.493",participantJoined
"Oct 6, 2021 @ 14:31:26.973",participantJoined
"Oct 6, 2021 @ 14:31:22.356",participantJoined
"Oct 6, 2021 @ 14:31:20.198",participantJoined
"Oct 6, 2021 @ 14:31:15.327",participantJoined
"Oct 6, 2021 @ 14:31:10.556",participantJoined
"Oct 6, 2021 @ 14:31:06.044",participantJoined
"Oct 6, 2021 @ 14:31:01.378",participantJoined
"Oct 6, 2021 @ 14:30:56.725",participantJoined
"Oct 6, 2021 @ 14:30:51.774",participantJoined
"Oct 6, 2021 @ 14:30:46.891",participantJoined
"Oct 6, 2021 @ 14:30:42.229",participantJoined
"Oct 6, 2021 @ 14:30:37.719",participantJoined
"Oct 6, 2021 @ 14:30:35.673",participantJoined
"Oct 6, 2021 @ 14:30:30.724",participantJoined
"Oct 6, 2021 @ 14:30:26.052",participantJoined
"Oct 6, 2021 @ 14:30:19.442",participantJoined
"Oct 6, 2021 @ 14:30:14.877",participantJoined
"Oct 6, 2021 @ 14:30:12.997",participantJoined
"Oct 6, 2021 @ 14:30:08.076",participantJoined
"Oct 6, 2021 @ 14:30:03.372",participantJoined
"Oct 6, 2021 @ 14:29:58.924",participantJoined
"Oct 6, 2021 @ 14:29:54.308",participantJoined
"Oct 6, 2021 @ 14:29:52.304",participantJoined
"Oct 6, 2021 @ 14:29:42.372",participantJoined
"Oct 6, 2021 @ 14:29:37.380",participantJoined
"Oct 6, 2021 @ 14:29:32.808",participantJoined
"Oct 6, 2021 @ 14:29:28.164",participantJoined
"Oct 6, 2021 @ 14:29:26.381",participantJoined
"Oct 6, 2021 @ 14:29:21.547",participantJoined
"Oct 6, 2021 @ 14:29:16.772",participantJoined
"Oct 6, 2021 @ 14:29:11.216",participantJoined
"Oct 6, 2021 @ 14:29:04.469",participantJoined
"Oct 6, 2021 @ 14:29:02.448",participantJoined
"Oct 6, 2021 @ 14:28:57.637",participantJoined
"Oct 6, 2021 @ 14:28:53.060",participantJoined
"Oct 6, 2021 @ 14:28:48.313",participantJoined
"Oct 6, 2021 @ 14:28:43.199",participantJoined
